Index,Name,Emergency,HLTPhysics+ZeroBias,2p3E34,2p2E34,2p1E34,2p0E34,2p0E34+ZeroBias+HLTPhysics,1p9E34,1p8E34,1p7E34,1p6E34,1p5E34,1p4E34,1p3E34,1p2E34,1p1E34,1p0E34,0p9E34,0p8E34,0p7E34,0p6E34,OnlyMuons
212,L1_DoubleEG10_er1p2_dR_Max0p6,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
213,L1_DoubleEG10p5_er1p2_dR_Max0p6,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
214,L1_DoubleEG11_er1p2_dR_Max0p6,0,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
215,L1_DoubleEG_15_10_er2p5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,L1_DoubleEG_20_10_er2p5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,L1_DoubleEG_22_10_er2p5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,L1_DoubleEG_25_12_er2p5,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
219,L1_DoubleEG_25_14_er2p5,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
220,L1_DoubleEG_27_14_er2p5,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
221,L1_DoubleEG_LooseIso20_10_er2p5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,L1_DoubleEG_LooseIso22_10_er2p5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,L1_DoubleEG_LooseIso22_12_er2p5,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
224,L1_DoubleEG_LooseIso25_12_er2p5,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
225,L1_DoubleEG_LooseIso16_LooseIso12_er1p5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,L1_DoubleEG_LooseIso18_LooseIso12_er1p5,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
227,L1_DoubleEG_LooseIso20_LooseIso12_er1p5,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
228,L1_DoubleEG_LooseIso22_LooseIso12_er1p5,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
229,L1_DoubleEG_LooseIso25_LooseIso12_er1p5,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
230,L1_DoubleLooseIsoEG22er2p1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
231,L1_DoubleLooseIsoEG24er2p1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
232,L1_TripleEG_16_12_8_er2p5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,L1_TripleEG_16_15_8_er2p5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,L1_TripleEG_18_17_8_er2p5,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
235,L1_TripleEG_18_18_12_er2p5,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
236,L1_TripleEG16er2p5,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
238,L1_LooseIsoEG26er2p1_Jet34er2p5_dR_Min0p3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,L1_LooseIsoEG28er2p1_Jet34er2p5_dR_Min0p3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
240,L1_LooseIsoEG30er2p1_Jet34er2p5_dR_Min0p3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
241,L1_LooseIsoEG24er2p1_HTT100er,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,L1_LooseIsoEG26er2p1_HTT100er,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,L1_LooseIsoEG28er2p1_HTT100er,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
244,L1_LooseIsoEG30er2p1_HTT100er,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
247,L1_DoubleEG8er2p5_HTT260er,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,L1_DoubleEG8er2p5_HTT280er,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,L1_DoubleEG8er2p5_HTT300er,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
250,L1_DoubleEG8er2p5_HTT320er,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
251,L1_DoubleEG8er2p5_HTT340er,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
257,L1_LooseIsoEG22er2p1_IsoTau26er2p1_dR_Min0p3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
258,L1_LooseIsoEG24er2p1_IsoTau27er2p1_dR_Min0p3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
259,L1_LooseIsoEG22er2p1_Tau70er2p1_dR_Min0p3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
261,L1_SingleIsoTau32er2p1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,L1_SingleTau70er2p1,0,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
263,L1_SingleTau120er2p1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
264,L1_SingleTau130er2p1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
266,L1_DoubleTau70er2p1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
267,L1_DoubleIsoTau28er2p1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,L1_DoubleIsoTau30er2p1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,L1_DoubleIsoTau32er2p1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,L1_DoubleIsoTau34er2p1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
271,L1_DoubleIsoTau35er2p1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
272,L1_DoubleIsoTau36er2p1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
273,L1_DoubleIsoTau28er2p1_Mass_Max90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,L1_DoubleIsoTau28er2p1_Mass_Max80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,L1_DoubleIsoTau30er2p1_Mass_Max90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,L1_DoubleIsoTau30er2p1_Mass_Max80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,L1_DoubleIsoTau32er2p1_Mass_Max90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,L1_DoubleIsoTau32er2p1_Mass_Max80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,L1_Mu18er2p1_Tau24er2p1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
280,L1_Mu18er2p1_Tau26er2p1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
281,L1_Mu18er2p1_Tau26er2p1_Jet55,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
282,L1_Mu18er2p1_Tau26er2p1_Jet70,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
283,L1_DoubleIsoTau26er2p1_Jet55_RmOvlp_dR0p5,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
284,L1_DoubleIsoTau26er2p1_Jet70_RmOvlp_dR0p5,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
285,L1_Mu22er2p1_IsoTau28er2p1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,L1_Mu22er2p1_IsoTau30er2p1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,L1_Mu22er2p1_IsoTau32er2p1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
288,L1_Mu22er2p1_IsoTau34er2p1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
289,L1_Mu22er2p1_IsoTau36er2p1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
290,L1_Mu22er2p1_IsoTau40er2p1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
291,L1_Mu22er2p1_Tau70er2p1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
298,L1_IsoTau52er2p1_QuadJet36er2p5,0,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190
305,L1_SingleJet35,0,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000
306,L1_SingleJet60,0,17000,17000,17000,17000,17000,17000,17000,17000,17000,17000,17000,17000,17000,17000,17000,17000,17000,17000,17000,17000,17000
307,L1_SingleJet90,0,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500
308,L1_SingleJet120,0,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350
309,L1_SingleJet180,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
310,L1_SingleJet200,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
312,L1_SingleJet35er2p5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315,L1_SingleJet120er2p5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316,L1_SingleJet140er2p5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317,L1_SingleJet160er2p5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,L1_SingleJet180er2p5,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
320,L1_SingleJet35_FWD2p5,0,28327,28327,28327,28327,28327,28327,28327,28327,28327,28327,28327,28327,28327,28327,28327,28327,28327,28327,28327,28327,28327
321,L1_SingleJet60_FWD2p5,0,1820,1820,1820,1820,1820,1820,1820,1820,1820,1820,1820,1820,1820,1820,1820,1820,1820,1820,1820,1820,1820
322,L1_SingleJet90_FWD2p5,0,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264
323,L1_SingleJet120_FWD2p5,0,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45
324,L1_SingleJet35_FWD3p0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327,L1_SingleJet120_FWD3p0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328,L1_SingleJet8erHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329,L1_SingleJet10erHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,L1_SingleJet12erHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331,L1_SingleJet140er2p5_ETMHF70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332,L1_SingleJet140er2p5_ETMHF80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333,L1_SingleJet140er2p5_ETMHF90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334,L1_ETMHF80_SingleJet55er2p5_dPhi_Min2p1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335,L1_ETMHF80_SingleJet55er2p5_dPhi_Min2p6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336,L1_ETMHF90_SingleJet60er2p5_dPhi_Min2p1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
337,L1_ETMHF90_SingleJet60er2p5_dPhi_Min2p6,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
338,L1_ETMHF90_SingleJet80er2p5_dPhi_Min2p1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
339,L1_ETMHF90_SingleJet80er2p5_dPhi_Min2p6,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
340,L1_DoubleJet40er2p5,0,8400,8400,8400,8400,8400,8400,8400,8400,8400,8400,8400,8400,8400,8400,8400,8400,8400,8400,8400,8400,8400
341,L1_DoubleJet100er2p5,0,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170
342,L1_DoubleJet120er2p5,0,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70
343,L1_DoubleJet150er2p5,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
345,L1_DoubleJet100er2p3_dEta_Max1p6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
346,L1_DoubleJet112er2p3_dEta_Max1p6,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
349,L1_DoubleJet30er2p5_Mass_Min200_dEta_Max1p5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,L1_DoubleJet30er2p5_Mass_Min225_dEta_Max1p5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
351,L1_DoubleJet30er2p5_Mass_Min250_dEta_Max1p5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
352,L1_DoubleJet30er2p5_Mass_Min300_dEta_Max1p5,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
353,L1_DoubleJet30er2p5_Mass_Min330_dEta_Max1p5,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
354,L1_DoubleJet30er2p5_Mass_Min360_dEta_Max1p5,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
355,L1_DoubleJet_90_30_DoubleJet30_Mass_Min620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356,L1_DoubleJet_100_30_DoubleJet30_Mass_Min620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357,L1_DoubleJet_110_35_DoubleJet35_Mass_Min620,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
358,L1_DoubleJet_115_40_DoubleJet40_Mass_Min620,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
359,L1_DoubleJet_120_45_DoubleJet45_Mass_Min620,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
360,L1_DoubleJet_115_40_DoubleJet40_Mass_Min620_Jet60TT28,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
361,L1_DoubleJet_120_45_DoubleJet45_Mass_Min620_Jet60TT28,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
362,L1_DoubleJet35_Mass_Min450_IsoTau45er2p1_RmOvlp_dR0p5,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
363,L1_DoubleJet45_Mass_Min450_IsoTau45er2p1_RmOvlp_dR0p5,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
364,L1_DoubleJet35_Mass_Min450_IsoTau45_RmOvlp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
365,L1_DoubleJet_80_30_Mass_Min420_IsoTau40_RmOvlp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
366,L1_DoubleJet_80_30_Mass_Min420_Mu8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367,L1_DoubleJet_80_30_Mass_Min420_DoubleMu0_SQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372,L1_TripleJet_95_75_65_DoubleJet_75_65_er2p5,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
373,L1_TripleJet_100_80_70_DoubleJet_80_70_er2p5,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
374,L1_TripleJet_105_85_75_DoubleJet_85_75_er2p5,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
376,L1_QuadJet_95_75_65_20_DoubleJet_75_65_er2p5_Jet20_FWD3p0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
382,L1_QuadJet60er2p5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
383,L1_DoubleLLPJet40,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
384,L1_HTT120_SingleLLPJet40,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
385,L1_HTT160_SingleLLPJet50,0,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
386,L1_HTT200_SingleLLPJet60,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
387,L1_HTT240_SingleLLPJet70,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
388,L1_HTT280er_QuadJet_70_55_40_35_er2p5,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
389,L1_HTT320er_QuadJet_70_55_40_40_er2p5,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
390,L1_HTT320er_QuadJet_80_60_er2p1_45_40_er2p3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
391,L1_HTT320er_QuadJet_80_60_er2p1_50_45_er2p3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
398,L1_HTT120er,0,11400,11400,11400,11400,11400,11400,11400,11400,11400,11400,11400,11400,11400,11400,11400,11400,11400,11400,11400,11400,11400
399,L1_HTT160er,0,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100
400,L1_HTT200er,0,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600
401,L1_HTT255er,0,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500
402,L1_HTT280er,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
403,L1_HTT320er,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
404,L1_HTT360er,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
405,L1_HTT400er,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
406,L1_HTT450er,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
410,L1_ETT1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411,L1_ETT1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412,L1_ETT2000,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
416,L1_ETM120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417,L1_ETM150,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
418,L1_ETMHF70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
419,L1_ETMHF80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,L1_ETMHF90,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
421,L1_ETMHF100,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
422,L1_ETMHF110,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
423,L1_ETMHF120,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
424,L1_ETMHF130,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
425,L1_ETMHF140,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
426,L1_ETMHF150,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
427,L1_ETMHF70_HTT60er,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
428,L1_ETMHF80_HTT60er,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
429,L1_ETMHF90_HTT60er,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
430,L1_ETMHF100_HTT60er,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
431,L1_ETMHF110_HTT60er,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
432,L1_ETMHF120_HTT60er,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
433,L1_ETMHF130_HTT60er,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
443,L1_ETMHF120_NotSecondBunchInTrain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
444,L1_ETMHF110_HTT60er_NotSecondBunchInTrain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
446,L1_SingleMuOpen_NotBptxOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
447,L1_SingleMuOpen_er1p4_NotBptxOR_3BX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
448,L1_SingleMuOpen_er1p1_NotBptxOR_3BX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
451,L1_SingleJet20er2p5_NotBptxOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
452,L1_SingleJet20er2p5_NotBptxOR_3BX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
453,L1_SingleJet43er2p5_NotBptxOR_3BX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
454,L1_SingleJet46er2p5_NotBptxOR_3BX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,L1_AlwaysTrue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
459,L1_ZeroBias,17881,20219,18013,18013,18013,18013,20219,18013,18013,18013,18013,18013,18013,18013,18013,18013,18013,18013,18013,18013,18013,18013
460,L1_ZeroBias_copy,0,13781,54039,54039,54039,54039,13781,54039,54039,54039,54039,54039,54039,54039,54039,54039,54039,54039,54039,54039,54039,54039
461,L1_MinimumBiasHF0_AND_BptxAND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
462,L1_MinimumBiasHF0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
463,L1_NotBptxOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
464,L1_BptxOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
465,L1_BptxXOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
466,L1_BptxPlus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
467,L1_BptxMinus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
468,L1_UnpairedBunchBptxPlus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
469,L1_UnpairedBunchBptxMinus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
471,L1_IsolatedBunch,0,2239,2239,2239,2239,2239,2239,2239,2239,2239,2239,2239,2239,2239,2239,2239,2239,2239,2239,2239,2239,2239
472,L1_FirstBunchBeforeTrain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473,L1_FirstBunchInTrain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
474,L1_SecondBunchInTrain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
475,L1_SecondLastBunchInTrain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
476,L1_LastBunchInTrain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477,L1_FirstBunchAfterTrain,0,56237,56237,56237,56237,56237,56237,56237,56237,56237,56237,56237,56237,56237,56237,56237,56237,56237,56237,56237,56237,56237
478,L1_LastCollisionInTrain,0,56237,56237,56237,56237,56237,56237,56237,56237,56237,56237,56237,56237,56237,56237,56237,56237,56237,56237,56237,56237,56237
479,L1_FirstCollisionInTrain,0,59051,59051,59051,59051,59051,59051,59051,59051,59051,59051,59051,59051,59051,59051,59051,59051,59051,59051,59051,59051,59051
480,L1_FirstCollisionInOrbit,0,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563
482,L1_BPTX_NotOR_VME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483,L1_BPTX_OR_Ref3_VME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
